EQUIPMENT,,,,,,,OUT,,,,,,,IN,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
PRODUCT CODE,EQUIPMENT DESCRIPTION,BRAND,IN,OUT,AVAILABLE,,PRODUCT CODE,EQUIPMENT DESCRIPTION,Ticket ,TECH,DATE,QUANTITY,,PRODUCT CODE,EQUIPMENT DESCRIPTION,TICKET,TECH,DATE,QUANTITY,
,,,,,,,6,HEADSET-VARIOS 3.5,30400623,Jose D ,12/5/2024,1,,,,,,,,
,,,,,,,6,HEADSET-VARIOS 3.5,30400818,Jose D ,12/5/2024,1,,,,,,,,
,,,,,,,12,MOUSE USED,30400879,Jose D ,12/5/2024,1,,,,,,,,
,,,,,,,21,MOUSE PAD,30401510,Jose D ,12/5/2024,2,,,,,,,,
,,,,,,,1,WYSE,Torre 2,Melanie,12/4/2024,1,,,,,,,,
,,,,,,,14,MOUSE NEW,30395673,Stiven,12/4/2024,1,,,,,,,,
,,,,,,,25,UPS NEW,30386317,Stiven,12/3/2024,1,,,,,,,,
,,,,,,,42,MEMORY 8GB LAPTOP,Yeison,Yeison,12/3/2024,1,,,,,,,,
,,,,,,,41,HEADSET USADOS,Update,Melanie,12/3/2024,3,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,Update,Melanie,12/3/2024,3,,,,,,,,
,,,,,,,7,KEYBOARD NEW,Update,Melanie,12/3/2024,1,,,,,,,,
,,,,,,,14,MOUSE NEW,Update,Melanie,12/3/2024,1,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,30377954,Andres A,12/2/2024,2,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,30367515,Pablo ,12/1/2024,1,,,,,,,,
,,,,,,,14,MOUSE NEW,30362978,Andres A,11/30/2024,1,,,,,,,,
,,,,,,,7,KEYBOARD NEW,30362978,Andres A,11/30/2024,1,,,,,,,,
,,,,,,,1,WYSE,30359582,Jose D ,11/30/2024,1,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,30331172,Stiven,11/27/2024,1,,,,,,,,
,,,,,,,42,MEMORY 8GB LAPTOP,30322849,Stiven,11/26/2024,1,,,,,,,,
,,,,,,,15,LAPTOPS USED,30322849,Stiven,11/26/2024,1,,,,,,,,
,,,,,,,28,SSD 2.5 256 GB,no ticket,Stiven,11/26/2024,1,,,,,,,,
,,,,,,,18,SPEAKERS,30319889,Pablo,11/26/2024,2,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,no ticket ,Pablo,11/26/2024,1,,,,,,,,
,,,,,,,1,WYSE,30315896,Andres A,11/25/2024,1,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,30291789,Pablo,11/23/2024,1,,,,,,,,
,,,,,,,11,MONITORS USED,30281124,Jose D ,11/22/2024,2,,,,,,,,
,,,,,,,39,MEMORY 4GB DDR3 LAPTOP,30272889,Andres A,11/21/2024,1,,,,,,,,
,,,,,,,15,LAPTOPS USED,30272889,Andres A,11/21/2024,1,,,,,,,,
,,,,,,,12,MOUSE USED,30264895,Jose D ,11/20/2024,1,,,,,,,,
,,,,,,,7,KEYBOARD NEW,30264895,Jose D ,11/20/2024,1,,,,,,,,
,,,,,,,1,WYSE,30264895,Jose D ,11/20/2024,1,,,,,,,,
,,,,,,,6,HEADSET-VARIOS 3.5,30260761,Pablo,11/20/2024,1,,,,,,,,
,,,,,,,30,WEB CAM,30260906,Andres S,11/20/2024,2,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,Torre 2,Pablo,11/20/2024,1,,,,,,,,
,,,,,,,23,HUB USB WITH RJ45 PORT,Update,Melanie,11/18/2024,2,,,,,,,,
,,,,,,,24,CHARGES AC LENOVO,Update,Melanie,11/18/2024,1,,,,,,,,
,,,,,,,14,MOUSE NEW,30244517,Andres A,11/18/2024,1,,,,,,,,
,,,,,,,2,DESKTOP-LENOVO,Artilleria ,Pablo,11/17/2024,1,,,,,,,,
,,,,,,,2,DESKTOP-LENOVO, 30203490,Jose D ,11/14/2024,1,,,,,,,,
,,,,,,,1,WYSE,Torre 2,Andres A,11/13/2024,2,,,,,,,,
,,,,,,,25,UPS NEW,30195872,Stiven,11/13/2024,1,,,,,,,,
,,,,,,,25,UPS NEW,30195794,Stiven,11/13/2024,1,,,,,,,,
,,,,,,,14,MOUSE NEW,30194360,Andres A,11/13/2024,1,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,30175743,Andres A,11/11/2024,1,,,,,,,,
,,,,,,,28,SSD 2.5 256 GB,30135794,Andres A,11/8/2024,1,,,,,,,,
,,,,,,,7,KEYBOARD NEW,30136097,Jose D ,11/7/2024,1,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,30139692,Jose D ,11/7/2024,1,,,,,,,,
,,,,,,,15,LAPTOPS USED,30124762,Stiven,11/7/2024,1,,,,,,,,
,,,,,,,26,UPS USED,30123282,Andres A,11/7/2024,1,,,,,,,,
,,,,,,,7,KEYBOARD NEW,30115915,Jose D ,11/4/2024,1,,,,,,,,
,,,,,,,1,WYSE,30111643,Stiven,11/4/2024,1,,,,,,,,
,,,,,,,18,SPEAKERS,30101392,Pablo,11/2/2024,1,,,,,,,,
,,,,,,,7,KEYBOARD NEW,30100268,Andres A,11/2/2024,1,,,,,,,,
,,,,,,,9,KEYBOARD USED,30098812,Andres A,11/2/2024,1,,,,,,,,
,,,,,,,25,UPS NEW,30088719,Stiven,11/1/2024,1,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,30085923,Pablo,11/1/2024,2,,,,,,,,
,,,,,,,12,MOUSE USED,30087857,Pablo,11/1/2024,1,,,,,,,,
,,,,,,,16,PHONE,30050244,Stiven,11/1/2024,1,,,,,,,,
,,,,,,,22,EARPADS,Update,Pablo,10/31/2024,2,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,30076968,Pablo,10/31/2024,1,,,,,,,,
,,,,,,,22,EARPADS,30070467,Andres A,10/31/2024,1,,,,,,,,
,,,,,,,22,EARPADS,30075158,Andres A,10/31/2024,1,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,Update,Pablo,10/26/2024,1,,,,,,,,
,,,,,,,20,LAPTOPS NEW,30003215,Pablo,10/23/2024,1,,,,,,,,
,,,,,,,10,MONITORS NEW,Update,Andres A,10/23/2024,5,,,,,,,,
,,,,,,,9,KEYBOARD USED,29993673,Carlos A,10/23/2024,1,,,,,,,,
,,,,,,,20,LAPTOPS NEW,29948102,Pablo,10/23/2024,1,,,,,,,,
,,,,,,,2,DESKTOP-LENOVO,29988576,Jose D ,10/23/2024,1,,,,,,,,
,,,,,,,20,LAPTOPS NEW,29932257,Jose D ,10/23/2024,1,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,29981479,Andres A,10/20/2024,1,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,29948193,Carlos A,10/17/2024,1,,,,,,,,
,,,,,,,10,MONITORS NEW,Update,Carlos A,10/16/2024,2,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,29929612,Carlos A,10/16/2024,11,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,29904380,Pablo,10/16/2024,3,,,,,,,,
,,,,,,,1,WYSE,29921692,Jose D ,10/15/2024,1,,,,,,,,
,,,,,,,14,MOUSE NEW,Update,Torre 2,10/15/2024,4,,,,,,,,
,,,,,,,1,WYSE,Update,Torre 2,10/15/2024,4,,,,,,,,
,,,,,,,11,MONITORS USED,29923568,Torre 2,10/15/2024,1,,,,,,,,
,,,,,,,7,KEYBOARD NEW,29924629,Stiven,10/15/2024,1,,,,,,,,
,,,,,,,9,KEYBOARD USED,29925094,Carlos A,10/15/2024,1,,,,,,,,
,,,,,,,28,SSD 2.5 256 GB,Torre 2,Andres A,10/15/2024,2,,,,,,,,
,,,,,,,41,HEADSET USADOS,29902501,Andres A,10/12/2024,1,,,,,,,,
,,,,,,,41,HEADSET USADOS,29901953,Andres A,10/12/2024,1,,,,,,,,
,,,,,,,3,DESKTOP-HP,FORUM,Andres S,10/11/2024,3,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,29874282,Pablo,10/11/2024,1,,,,,,,,
,,,,,,,20,LAPTOPS NEW,29882339,Stiven,10/11/2024,2,,,,,,,,
,,,,,,,12,MOUSE USED,29891079,Carlos A,10/11/2024,1,,,,,,,,
,,,,,,,14,MOUSE NEW,29870344,Pablo,10/9/2024,1,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,29864397,Carlos A,10/8/2024,1,,,,,,,,
,,,,,,,14,MOUSE NEW,29838793,Stiven,10/7/2024,1,,,,,,,,
,,,,,,,12,MOUSE USED,29840019,Stiven,10/7/2024,1,,,,,,,,
,,,,,,,16,PHONE,29840019,Stiven,10/7/2024,1,,,,,,,,
,,,,,,,10,MONITORS NEW,Torre 2,Andres A,10/7/2024,2,,,,,,,,
,,,,,,,12,MOUSE USED,29829054,Stiven,10/4/2024,1,,,,,,,,
,,,,,,,6,HEADSET-VARIOS 3.5,29819613,Jose D ,10/3/2024,2,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,29821827,Carlos A,10/3/2024,1,,,,,,,,
,,,,,,,14,MOUSE NEW,29821827,Carlos A,10/3/2024,1,,,,,,,,
,,,,,,,14,MOUSE NEW,29819003,Pablo,10/3/2024,1,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,29814211,Pablo,10/2/2024,1,,,,,,,,
,,,,,,,12,MOUSE USED,29805727,Carlos A,10/1/2024,1,,,,,,,,
,,,,,,,9,KEYBOARD USED,29798066,Andres A,9/30/2024,1,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,29792826,Carlos A,9/29/2024,1,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,29789098,Carlos A,9/29/2024,1,,,,,,,,
,,,,,,,16,PHONE,29788338,Carlos A,9/29/2024,1,,,,,,,,
,,,,,,,9,KEYBOARD USED,29786937,Andres A,9/29/2024,1,,,,,,,,
,,,,,,,9,KEYBOARD USED,29786431,Andres A,9/29/2024,1,,,,,,,,
,,,,,,,16,PHONE,29781398,Carlos A,9/29/2024,1,,,,,,,,
,,,,,,,12,MOUSE USED,29781398,Carlos A,9/29/2024,1,,,,,,,,
,,,,,,,9,KEYBOARD USED,29781398,Carlos A,9/29/2024,1,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,29779934,Carlos A,9/29/2024,1,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,29778927,Andres A,9/29/2024,1,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,29768406,Andres A,9/29/2024,1,,,,,,,,
,,,,,,,11,MONITORS USED,Update,Andres A,9/29/2024,1,,,,,,,,
,,,,,,,8,KEYBOARD COMBO,Update,Jose D ,9/29/2024,1,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,Update,Jose D ,9/29/2024,1,,,,,,,,
,,,,,,,19,POWER STRIP,Update,Jose D ,9/29/2024,1,,,,,,,,
,,,,,,,10,MONITORS NEW,Update,Jose D ,9/29/2024,2,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,29760592,Stiven,9/26/2024,1,,,,,,,,
,,,,,,,20,LAPTOPS NEW,29453897,Pablo,9/26/2024,1,,,,,,,,
,,,,,,,14,MOUSE NEW,FORUM,Pablo,9/26/2024,5,,,,,,,,
,,,,,,,12,MOUSE USED,29751524,Pablo,9/25/2024,1,,,,,,,,
,,,,,,,6,HEADSET-VARIOS 3.5,29739474,Jose D ,9/25/2024,1,,,,,,,,
,,,,,,,45,SUPRESORES DE PICO,29740183,Carlos A,9/24/2024,1,,,,,,,,
,,,,,,,19,POWER STRIP,Update,Pablo,9/24/2024,1,,,,,,,,
,,,,,,,28,SSD 2.5 256 GB,Update,Carlos A,9/23/2024,1,,,,,,,,
,,,,,,,6,HEADSET-VARIOS 3.5,29673075,Stiven,9/23/2024,1,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,29711775,Pablo,9/23/2024,1,,,,,,,,
,,,,,,,9,KEYBOARD USED,29724557,Pablo,9/23/2024,1,,,,,,,,
,,,,,,,12,MOUSE USED,29690491,Andres A,9/23/2024,1,,,,,,,,
,,,,,,,9,KEYBOARD USED,29690491,Andres A,9/23/2024,1,,,,,,,,
,,,,,,,11,MONITORS USED,29690491,Andres A,9/23/2024,1,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,Update,Jose D ,9/22/2024,1,,,,,,,,
,,,,,,,10,MONITORS NEW,Update,Pablo,9/22/2024,1,,,,,,,,
,,,,,,,22,EARPADS,29715896,Carlos A,9/21/2024,1,,,,,,,,
,,,,,,,14,MOUSE NEW,Update,Jose D ,9/21/2024,1,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,29711950,Carlos A,9/21/2024,4,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,29711027,Carlos A,9/21/2024,1,,,,,,,,
,,,,,,,16,PHONE,29704498,Andres A,9/20/2024,1,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,29680495,Stiven,9/18/2024,1,,,,,,,,
,,,,,,,7,KEYBOARD NEW,Update,Stiven,9/18/2024,1,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,29674141,Carlos A,9/17/2024,1,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,29672949,Pablo,9/17/2024,1,,,,,,,,
,,,,,,,6,HEADSET-VARIOS 3.5,29665186,Carlos A,9/16/2024,1,,,,,,,,
,,,,,,,6,HEADSET-VARIOS 3.5,FORUM,Pablo,9/16/2024,4,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,29628411,Carlos A,9/13/2024,2,,,,,,,,
,,,,,,,10,MONITORS NEW,29628411,Carlos A,9/13/2024,1,,,,,,,,
,,,,,,,26,UPS USED,29628411,Carlos A,9/13/2024,1,,,,,,,,
,,,,,,,11,MONITORS USED,29627257,Carlos A,9/13/2024,1,,,,,,,,
,,,,,,,16,PHONE,29600313,Carlos A,9/13/2024,1,,,,,,,,
,,,,,,,45,SUPRESORES DE PICO,29600313, Carlos A,9/13/2024,1,,,,,,,,
,,,,,,,1,WYSE,29600313,Carlos A,9/13/2024,1,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,29600313,Carlos A,9/13/2024,2,,,,,,,,
,,,,,,,7,KEYBOARD NEW,29600313,Carlos A,9/13/2024,1,,,,,,,,
,,,,,,,10,MONITORS NEW,29600313,Carlos A,9/13/2024,2,,,,,,,,
,,,,,,,6,HEADSET-VARIOS 3.5,Torre 2,Andres S,9/13/2024,1,,,,,,,,
,,,,,,,1,WYSE,29196928,Pablo,8/11/2024,1,,,,,,,,
,,,,,,,2,DESKTOP-LENOVO,Torre 2,Andres A,8/11/2024,1,,,,,,,,
,,,,,,,3,DESKTOP-HP,2931034,Andres A,8/11/2024,1,,,,,,,,
,,,,,,,4,HANDPUNCH,Update,,,,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,Update,Pablo,9/16/2024,1,,,,,,,,
,,,,,,,6,HEADSET-VARIOS 3.5,FORUM,Pablo,8/14/2024,3,,,,,,,,
,,,,,,,7,KEYBOARD NEW,29336671,Pablo,8/12/2024,1,,,,,,,,
,,,,,,,8,KEYBOARD COMBO,Update,Stiven,9/13/2024,1,,,,,,,,
,,,,,,,9,KEYBOARD USED,29196928,Pablo,7/26/2024,2,,,,,,,,
,,,,,,,10,MONITORS NEW,29196928,Pablo,7/26/2024,2,,,,,,,,
,,,,,,,11,MONITORS USED,29196928,Pablo,7/26/2024,2,,,,,,,,
,,,,,,,12,MOUSE USED,29196928,Pablo,7/26/2024,2,,,,,,,,
,,,,,,,13,SECURITY WEBCAM,Update,,,,,,,,,,,
,,,,,,,14,MOUSE NEW,29286881,Stiven,8/6/2024,1,,,,,,,,
,,,,,,,15,LAPTOPS USED,Update,Pablo,9/16/2024,1,,,,,,,,
,,,,,,,16,PHONE,29457909,Pablo,8/26/2024,3,,,,,,,,
,,,,,,,17,TABLETS,Update,,,,,,,,,,,
,,,,,,,18,SPEAKERS,Torre 2,Andres A,8/11/2024,1,,,,,,,,
,,,,,,,19,POWER STRIP,29196928,Pablo,7/26/2024,1,,,,,,,,
,,,,,,,20,LAPTOPS NEW,29453897,Pablo,8/30/2024,3,,,,,,,,
,,,,,,,21,MOUSE PAD,Update,Pablo,8/6/2024,1,,,,,,,,
,,,,,,,22,EARPADS,29217622,Pablo,7/27/2024,1,,,,,,,,
,,,,,,,23,HUB USB WITH RJ45 PORT,Update,,,,,,,,,,,
,,,,,,,24,CHARGES AC LENOVO,Update,,,,,,,,,,,
,,,,,,,25,UPS NEW,Update,,,,,,,,,,,
,,,,,,,26,UPS USED,29216195,Pablo,7/27/2024,3,,,,,,,,
,,,,,,,27,SSD SATA 512 GB,29611252,Stiven,9/13/2024,1,,,,,,,,
,,,,,,,28,SSD 2.5 256 GB,Update,Pablo,9/7/2024,3,,,,,,,,
,,,,,,,29,DUAL HDMI ADAPTER,Update,,,,,,,,,,,
,,,,,,,30,WEB CAM,Torre 2,Andres A,8/11/2024,2,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,29196928,Pablo,7/26/2024,2,,,,,,,,
,,,,,,,32,KEYBOARD ERGONOMIC,Update,Pablo,8/22/2024,2,,,,,,,,
,,,,,,,33,USB FLASH DRIVE 64 GB,Update,,,,,,,,,,,
,,,,,,,34,WRISTPAD,Update,Pablo,8/6/2024,1,,,,,,,,
,,,,,,,35,MEMORY 4GB DDR4 LAPTOP,29196928,Pablo,7/26/2024,2,,,,,,,,
,,,,,,,36,MEMORY 8 GB DESKTOP,Update,Pablo,8/22/2024,1,,,,,,,,
,,,,,,,37,MEMORY 16 GB DESKTOP,Update,,,,,,,,,,,
,,,,,,,38,SSD DATA DRIVE 1 TB M2,Update,,,,,,,,,,,
,,,,,,,39,MEMORY 4GB DDR3 LAPTOP,Update,,,,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,29210149,Pablo,7/27/2024,6,,,,,,,,
,,,,,,,10,MONITORS NEW,29210149,Pablo,7/27/2024,4,,,,,,,,
,,,,,,,11,MONITORS USED,29210149,Pablo,7/27/2024,2,,,,,,,,
,,,,,,,7,KEYBOARD NEW,29210149,Pablo,7/27/2024,3,,,,,,,,
,,,,,,,12,MOUSE USED,29210149,Pablo,7/27/2024,1,,,,,,,,
,,,,,,,14,MOUSE NEW,29210149,Pablo,7/27/2024,2,,,,,,,,
,,,,,,,11,MONITORS USED,FORUM,Pablo,7/29/2024,2,,,,,,,,
,,,,,,,8,KEYBOARD COMBO,FORUM,Pablo,7/29/2024,4,,,,,,,,
,,,,,,,9,KEYBOARD USED,29231244,Andres A,7/29/2024,1,,,,,,,,
,,,,,,,7,KEYBOARD NEW,Update,Pablo,7/29/2024,5,,,,,,,,
,,,,,,,29,DUAL HDMI ADAPTER,29231874,Stiven,7/29/2024,1,,,,,,,,
,,,,,,,7,KEYBOARD NEW,29233216,Andres A,7/29/2024,1,,,,,,,,
,,,,,,,12,MOUSE USED,29233216,Andres A,7/29/2024,1,,,,,,,,
,,,,,,,19,POWER STRIP,29233317,Andres A,7/29/2024,1,,,,,,,,
,,,,,,,21,MOUSE PAD,29234454,Stiven,7/29/2024,1,,,,,,,,
,,,,,,,2,DESKTOP-LENOVO,Update,Pablo,7/30/2024,1,,,,,,,,
,,,,,,,15,LAPTOPS USED,Update,Pablo,7/30/2024,3,,,,,,,,
,,,,,,,6,HEADSET-VARIOS 3.5,29244359,Stiven,7/30/2024,1,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,29244231,Stiven,7/30/2024,1,,,,,,,,
,,,,,,,21,MOUSE PAD,FORUM,Stiven,7/31/2024,3,,,,,,,,
,,,,,,,6,HEADSET-VARIOS 3.5,Torre 2,Andres A,8/3/2024,2,,,,,,,,
,,,,,,,18,SPEAKERS,Torre 2,Andres A,8/3/2024,1,,,,,,,,
,,,,,,,38,SSD DATA DRIVE 1 TB M2,Torre 2,Andres A,8/3/2024,1,,,,,,,,
,,,,,,,39,MEMORY 4GB DDR3 LAPTOP,Torre 2,Andres A,8/3/2024,2,,,,,,,,
,,,,,,,11,MONITORS USED,29249020,Andres A,8/3/2024,1,,,,,,,,
,,,,,,,6,HEADSET-VARIOS 3.5,29255489,Stiven,8/2/2024,1,,,,,,,,
,,,,,,,34,WRISTPAD,29255489,Stiven,8/2/2024,1,,,,,,,,
,,,,,,,10,MONITORS NEW,Update,Pablo,8/5/2024,6,,,,,,,,
,,,,,,,10,MONITORS NEW,29281411,Stiven,8/5/2024,1,,,,,,,,
,,,,,,,22,EARPADS,29282256,Pablo,8/5/2024,2,,,,,,,,
,,,,,,,29,DUAL HDMI ADAPTER,Update,Pablo,8/5/2024,1,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,Update,Pablo,8/5/2024,1,,,,,,,,
,,,,,,,7,KEYBOARD NEW,Update,Pablo,8/5/2024,2,,,,,,,,
,,,,,,,14,MOUSE NEW,Update,Pablo,8/5/2024,2,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,29244601,Pablo,8/5/2024,16,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,29115378,Stiven,8/6/2024,3,,,,,,,,
,,,,,,,10,MONITORS NEW,FORUM,Pablo,8/7/2024,2,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,29297531,Stiven,8/7/2024,1,,,,,,,,
,,,,,,,5,HEADSET-PLANTRONICS,29115378,Stiven,8/7/2024,1,,,,,,,,
,,,,,,,21,MOUSE PAD,Torre 2,Andres A,8/11/2024,3,,,,,,,,
,,,,,,,1,WYSE,Torre 2,Andres A,8/11/2024,6,,,,,,,,
,,,,,,,10,MONITORS NEW,Torre 2,Andres A,8/11/2024,3,,,,,,,,
,,,,,,,44,MEMORY 16 GB DDR4 LAPTOP,Torre 2,Andres A,8/11/2024,1,,,,,,,,
,,,,,,,6,HEADSET-VARIOS 3.5,Torre 2,Andres A,8/11/2024,1,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,Torre 2,Andres A,8/11/2024,4,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,29327626,Pablo,8/11/2024,1,,,,,,,,
,,,,,,,10,MONITORS NEW,29332258,Andres A,8/13/2024,2,,,,,,,,
,,,,,,,1,WYSE,29332258,Andres A,8/13/2024,2,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,29332258,Andres A,8/13/2024,2,,,,,,,,
,,,,,,,9,KEYBOARD USED,29332258,Andres A,8/13/2024,2,,,,,,,,
,,,,,,,12,MOUSE USED,29332258,Andres A,8/13/2024,2,,,,,,,,
,,,,,,,10,MONITORS NEW,29337399,Pablo,8/13/2024,3,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,29337399,Pablo,8/13/2024,3,,,,,,,,
,,,,,,,1,WYSE,29337399,Pablo,8/13/2024,1,,,,,,,,
,,,,,,,11,MONITORS USED,29344349,Pablo,8/14/2024,1,,,,,,,,
,,,,,,,33,USB FLASH DRIVE 64 GB,Update,Carlos,8/15/2024,1,,,,,,,,
,,,,,,,22,EARPADS,29354666,Pablo,8/15/2024,1,,,,,,,,
,,,,,,,44,MEMORY 16 GB DDR4 LAPTOP,29330998,Pablo,8/16/2024,1,,,,,,,,
,,,,,,,44,MEMORY 16 GB DDR4 LAPTOP,Update,Pablo,8/16/2024,1,,,,,,,,
,,,,,,,7,KEYBOARD NEW,29398565,Pablo,8/20/2024,2,,,,,,,,
,,,,,,,10,MONITORS NEW,29397200,Carlos A,8/21/2024,3,,,,,,,,
,,,,,,,7,KEYBOARD NEW,29397200,Carlos A,8/21/2024,1,,,,,,,,
,,,,,,,14,MOUSE NEW,29397200,Carlos A,8/21/2024,1,,,,,,,,
,,,,,,,1,WYSE,29397200,Carlos A,8/21/2024,1,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,29397200,Carlos A,8/21/2024,1,,,,,,,,
,,,,,,,16,PHONE,29397200,Carlos A,8/21/2024,1,,,,,,,,
,,,,,,,10,MONITORS NEW,FORUM,Andres S,8/21/2024,3,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,FORUM,Andres S,8/21/2024,5,,,,,,,,
,,,,,,,6,HEADSET-VARIOS 3.5,FORUM,Andres S,8/21/2024,3,,,,,,,,
,,,,,,,21,MOUSE PAD,FORUM,Andres S,8/21/2024,1,,,,,,,,
,,,,,,,26,UPS USED,FORUM,Andres S,8/21/2024,6,,,,,,,,
,,,,,,,37,MEMORY 16 GB DESKTOP,Torre 2,Andres A,8/22/2024,2,,,,,,,,
,,,,,,,21,MOUSE PAD,FORUM,Andres S,8/22/2024,5,,,,,,,,
,,,,,,,3,DESKTOP-HP,Update,Pablo,8/22/2024,1,,,,,,,,
,,,,,,,7,KEYBOARD NEW,Update,Pablo,8/22/2024,2,,,,,,,,
,,,,,,,22,EARPADS,Update,Pablo,8/22/2024,1,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,Update,Pablo,8/22/2024,2,,,,,,,,
,,,,,,,1,WYSE,Update,Pablo,8/22/2024,4,,,,,,,,
,,,,,,,7,KEYBOARD NEW,29418053,Stiven,8/22/2024,1,,,,,,,,
,,,,,,,14,MOUSE NEW,29418053,Stiven,8/22/2024,1,,,,,,,,
,,,,,,,16,PHONE,29424186,Pablo,8/23/2024,1,,,,,,,,
,,,,,,,9,KEYBOARD USED,29428704,Carlos,8/24/2024,1,,,,,,,,
,,,,,,,9,KEYBOARD USED,29433816,Pablo,8/24/2024,1,,,,,,,,
,,,,,,,11,MONITORS USED,29423708,Andres A,8/25/2024,3,,,,,,,,
,,,,,,,12,MOUSE USED,29423708,Andres A,8/25/2024,2,,,,,,,,
,,,,,,,9,KEYBOARD USED,29423708,Andres A,8/25/2024,2,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,29423708,Andres A,8/25/2024,2,,,,,,,,
,,,,,,,19,POWER STRIP,29423708,Andres A,8/25/2024,1,,,,,,,,
,,,,,,,16,PHONE,Torre 2,Andres A,8/25/2024,6,,,,,,,,
,,,,,,,45,SUPRESORES DE PICO,Torre 2,Andres A,8/25/2024,1,,,,,,,,
,,,,,,,14,MOUSE NEW,Torre 2,Andres A,8/25/2024,6,,,,,,,,
,,,,,,,11,MONITORS USED,29450655,Andres A,8/26/2024,1,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,29450655,Andres A,8/26/2024,1,,,,,,,,
,,,,,,,10,MONITORS NEW,Torre 2,Andres A,8/26/2024,1,,,,,,,,
,,,,,,,10,MONITORS NEW,29457909,Pablo,8/26/2024,3,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,29457909,Pablo,8/26/2024,3,,,,,,,,
,,,,,,,1,WYSE,29457909,Pablo,8/26/2024,3,,,,,,,,
,,,,,,,12,MOUSE USED,29457909,Pablo,8/26/2024,3,,,,,,,,
,,,,,,,9,KEYBOARD USED,29457909,Pablo,8/26/2024,3,,,,,,,,
,,,,,,,11,MONITORS USED,29462712,Pablo,8/27/2024,1,,,,,,,,
,,,,,,,18,SPEAKERS,29459827,Andres A,8/27/2024,1,,,,,,,,
,,,,,,,12,MOUSE USED,29468935,Pablo,8/28/2024,1,,,,,,,,
,,,,,,,10,MONITORS NEW,FORUM,Andres S,8/29/2024,3,,,,,,,,
,,,,,,,6,HEADSET-VARIOS 3.5,FORUM,Andres S,8/29/2024,2,,,,,,,,
,,,,,,,31,DISPLAYPORT ADAPTER,Jose,Pablo,8/30/2024,1,,,,,,,,
